algorithm,optimal_result,iterations,time,trial
rhc,33.0,10,0.00600004196167,0
sa,34.0,10,0.000999927520752,0
ga,53.0,10,0.00699996948242,0
mimic,62.0,10,0.105999946594,0
rhc,42.0,30,0.00100016593933,0
sa,40.0,30,0.000999927520752,0
ga,50.0,30,0.00300002098083,0
mimic,73.0,30,0.12700009346,0
rhc,47.0,50,0.000999927520752,0
sa,44.0,50,0.0,0
ga,48.0,50,0.00200009346008,0
mimic,75.0,50,0.178999900818,0
rhc,55.0,70,0.0,0
sa,41.0,70,0.0,0
ga,48.0,70,0.00200009346008,0
mimic,76.0,70,0.154000043869,0
rhc,65.0,100,0.0,0
sa,47.0,100,0.000999927520752,0
ga,46.0,100,0.00100016593933,0
mimic,77.0,100,0.172999858856,0
rhc,65.0,150,0.0,0
sa,56.0,150,0.0,0
ga,46.0,150,0.00200009346008,0
mimic,80.0,150,0.299000024796,0
rhc,71.0,180,0.00100016593933,0
sa,53.0,180,0.000999927520752,0
ga,47.0,180,0.0019998550415,0
mimic,79.0,180,0.3109998703,0
rhc,68.0,200,0.00100016593933,0
sa,51.0,200,0.0,0
ga,43.0,200,0.0019998550415,0
mimic,79.0,200,0.421000003815,0
rhc,71.0,230,0.00100016593933,0
sa,60.0,230,0.0,0
ga,43.0,230,0.00300002098083,0
mimic,80.0,230,0.414000034332,0
rhc,73.0,250,0.0,0
sa,65.0,250,0.000999927520752,0
ga,46.0,250,0.00200009346008,0
mimic,79.0,250,0.516000032425,0
rhc,72.0,270,0.0,0
sa,68.0,270,0.0,0
ga,41.0,270,0.00300002098083,0
mimic,80.0,270,0.453000068665,0
rhc,71.0,300,0.0,0
sa,69.0,300,0.000999927520752,0
ga,48.0,300,0.00200009346008,0
mimic,79.0,300,0.526000022888,0
rhc,74.0,330,0.000999927520752,0
sa,72.0,330,0.00100016593933,0
ga,42.0,330,0.00599980354309,0
mimic,79.0,330,0.585000038147,0
rhc,75.0,350,0.0,0
sa,71.0,350,0.0,0
ga,49.0,350,0.0019998550415,0
mimic,80.0,350,0.600000143051,0
rhc,78.0,370,0.0,0
sa,74.0,370,0.0,0
ga,39.0,370,0.00699996948242,0
mimic,80.0,370,0.661999940872,0
rhc,75.0,400,0.000999927520752,0
sa,73.0,400,0.00100016593933,0
ga,49.0,400,0.00300002098083,0
mimic,80.0,400,0.677000045776,0
rhc,76.0,430,0.000999927520752,0
sa,78.0,430,0.0,0
ga,46.0,430,0.00800013542175,0
mimic,80.0,430,0.733000040054,0
rhc,76.0,450,0.0,0
sa,77.0,450,0.0,0
ga,53.0,450,0.00300002098083,0
mimic,80.0,450,0.815999984741,0
rhc,75.0,470,0.00100016593933,0
sa,79.0,470,0.000999927520752,0
ga,46.0,470,0.00799989700317,0
mimic,80.0,470,0.778000116348,0
rhc,79.0,500,0.000999927520752,0
sa,76.0,500,0.0,0
ga,35.0,500,0.00399994850159,0
mimic,80.0,500,0.867000102997,0
rhc,39.0,10,0.0,1
sa,38.0,10,0.0,1
ga,47.0,10,0.0,1
mimic,65.0,10,0.0250000953674,1
rhc,48.0,30,0.0,1
sa,37.0,30,0.0,1
ga,51.0,30,0.0,1
mimic,77.0,30,0.0680000782013,1
rhc,52.0,50,0.0,1
sa,41.0,50,0.0,1
ga,42.0,50,0.0,1
mimic,72.0,50,0.0999999046326,1
rhc,57.0,70,0.0,1
sa,42.0,70,0.0,1
ga,44.0,70,0.0,1
mimic,78.0,70,0.140000104904,1
rhc,53.0,100,0.0,1
sa,40.0,100,0.0,1
ga,42.0,100,0.000999927520752,1
mimic,78.0,100,0.232000112534,1
rhc,62.0,150,0.0,1
sa,55.0,150,0.00100016593933,1
ga,45.0,150,0.000999927520752,1
mimic,79.0,150,0.421000003815,1
rhc,68.0,180,0.0,1
sa,63.0,180,0.0,1
ga,47.0,180,0.00200009346008,1
mimic,79.0,180,0.444999933243,1
rhc,68.0,200,0.0,1
sa,54.0,200,0.0,1
ga,47.0,200,0.0019998550415,1
mimic,78.0,200,0.507999897003,1
rhc,67.0,230,0.000999927520752,1
sa,60.0,230,0.0,1
ga,45.0,230,0.00200009346008,1
mimic,80.0,230,0.702000141144,1
rhc,73.0,250,0.0,1
sa,66.0,250,0.0,1
ga,44.0,250,0.00399994850159,1
mimic,80.0,250,0.540000200272,1
rhc,71.0,270,0.0,1
sa,66.0,270,0.00100016593933,1
ga,46.0,270,0.0019998550415,1
mimic,80.0,270,0.567000150681,1
rhc,72.0,300,0.0,1
sa,73.0,300,0.000999927520752,1
ga,57.0,300,0.00300002098083,1
mimic,80.0,300,0.699000120163,1
rhc,78.0,330,0.000999927520752,1
sa,73.0,330,0.0,1
ga,49.0,330,0.00300002098083,1
mimic,79.0,330,0.693000078201,1
rhc,79.0,350,0.000999927520752,1
sa,72.0,350,0.0,1
ga,48.0,350,0.00300002098083,1
mimic,80.0,350,0.730000019073,1
rhc,73.0,370,0.0,1
sa,74.0,370,0.000999927520752,1
ga,52.0,370,0.00300002098083,1
mimic,80.0,370,0.706000089645,1
rhc,77.0,400,0.000999927520752,1
sa,73.0,400,0.0,1
ga,56.0,400,0.00500011444092,1
mimic,80.0,400,0.849999904633,1
rhc,77.0,430,0.000999927520752,1
sa,77.0,430,0.0,1
ga,47.0,430,0.00399994850159,1
mimic,80.0,430,0.80999994278,1
rhc,79.0,450,0.0,1
sa,78.0,450,0.0,1
ga,48.0,450,0.00400018692017,1
mimic,80.0,450,0.90499997139,1
rhc,76.0,470,0.0,1
sa,77.0,470,0.0,1
ga,50.0,470,0.00399994850159,1
mimic,80.0,470,1.21700000763,1
rhc,80.0,500,0.000999927520752,1
sa,76.0,500,0.0,1
ga,48.0,500,0.00699996948242,1
mimic,80.0,500,1.53799986839,1
rhc,39.0,10,0.0,2
sa,37.0,10,0.000999927520752,2
ga,48.0,10,0.0,2
mimic,67.0,10,0.050999879837,2
rhc,44.0,30,0.0,2
sa,43.0,30,0.0,2
ga,49.0,30,0.000999927520752,2
mimic,73.0,30,0.118000030518,2
rhc,54.0,50,0.0,2
sa,36.0,50,0.0,2
ga,51.0,50,0.00100016593933,2
mimic,69.0,50,0.182999849319,2
rhc,56.0,70,0.0,2
sa,41.0,70,0.000999927520752,2
ga,47.0,70,0.000999927520752,2
mimic,77.0,70,0.299000024796,2
rhc,61.0,100,0.000999927520752,2
sa,49.0,100,0.0,2
ga,43.0,100,0.00200009346008,2
mimic,75.0,100,0.434000015259,2
rhc,64.0,150,0.0,2
sa,53.0,150,0.0,2
ga,48.0,150,0.00300002098083,2
mimic,78.0,150,0.444000005722,2
rhc,61.0,180,0.0,2
sa,57.0,180,0.0,2
ga,55.0,180,0.00299978256226,2
mimic,78.0,180,0.489000082016,2
rhc,70.0,200,0.0,2
sa,64.0,200,0.00100016593933,2
ga,50.0,200,0.00299978256226,2
mimic,80.0,200,0.509000062943,2
rhc,74.0,230,0.0,2
sa,67.0,230,0.0,2
ga,49.0,230,0.0019998550415,2
mimic,80.0,230,0.516000032425,2
rhc,68.0,250,0.0,2
sa,70.0,250,0.00100016593933,2
ga,51.0,250,0.0169999599457,2
mimic,79.0,250,0.81500005722,2
rhc,75.0,270,0.000999927520752,2
sa,66.0,270,0.0,2
