algorithm,optimal_result,iterations,time,trial
rhc,11.0,10,0.00699996948242,0
sa,8.0,10,0.000999927520752,0
ga,19.0,10,0.00800013542175,0
mimic,18.0,10,0.029000043869,0
rhc,15.0,30,0.0,0
sa,6.0,30,0.0,0
ga,15.0,30,0.00200009346008,0
mimic,17.0,30,0.0320000648499,0
rhc,17.0,50,0.000999927520752,0
sa,9.0,50,0.000999927520752,0
ga,16.0,50,0.00300002098083,0
mimic,18.0,50,0.0390000343323,0
rhc,19.0,70,0.000999927520752,0
sa,12.0,70,0.000999927520752,0
ga,14.0,70,0.000999927520752,0
mimic,19.0,70,0.0439999103546,0
rhc,20.0,100,0.000999927520752,0
sa,13.0,100,0.00100016593933,0
ga,14.0,100,0.0019998550415,0
mimic,20.0,100,0.0520000457764,0
rhc,19.0,150,0.0,0
sa,16.0,150,0.0,0
ga,16.0,150,0.00200009346008,0
mimic,20.0,150,0.0610001087189,0
rhc,20.0,180,0.0,0
sa,19.0,180,0.000999927520752,0
ga,13.0,180,0.00300002098083,0
mimic,19.0,180,0.108999967575,0
rhc,20.0,200,0.0,0
sa,19.0,200,0.000999927520752,0
ga,17.0,200,0.0090000629425,0
mimic,20.0,200,0.0839998722076,0
rhc,20.0,230,0.0,0
sa,20.0,230,0.00100016593933,0
ga,15.0,230,0.00200009346008,0
mimic,20.0,230,0.0680000782013,0
rhc,20.0,250,0.0,0
sa,20.0,250,0.0,0
ga,17.0,250,0.00300002098083,0
mimic,20.0,250,0.076000213623,0
rhc,20.0,270,0.0,0
sa,20.0,270,0.0,0
ga,16.0,270,0.00300002098083,0
mimic,20.0,270,0.0849997997284,0
rhc,20.0,300,0.0,0
sa,20.0,300,0.0,0
ga,14.0,300,0.00500011444092,0
mimic,20.0,300,0.0710000991821,0
rhc,20.0,330,0.0,0
sa,20.0,330,0.0,0
ga,16.0,330,0.00300002098083,0
mimic,20.0,330,0.0839998722076,0
rhc,20.0,350,0.000999927520752,0
sa,20.0,350,0.0,0
ga,18.0,350,0.00200009346008,0
mimic,20.0,350,0.118999958038,0
rhc,20.0,370,0.0,0
sa,20.0,370,0.000999927520752,0
ga,16.0,370,0.00200009346008,0
mimic,20.0,370,0.0920000076294,0
rhc,20.0,400,0.00100016593933,0
sa,20.0,400,0.000999927520752,0
ga,16.0,400,0.00300002098083,0
mimic,20.0,400,0.0899999141693,0
rhc,20.0,430,0.0,0
sa,20.0,430,0.0,0
ga,14.0,430,0.00300002098083,0
mimic,20.0,430,0.101999998093,0
rhc,20.0,450,0.000999927520752,0
sa,20.0,450,0.0,0
ga,13.0,450,0.00300002098083,0
mimic,20.0,450,0.102999925613,0
rhc,20.0,470,0.000999927520752,0
sa,20.0,470,0.0,0
ga,18.0,470,0.00300002098083,0
mimic,20.0,470,0.111999988556,0
rhc,20.0,500,0.0,0
sa,20.0,500,0.0,0
ga,12.0,500,0.00800013542175,0
mimic,20.0,500,0.3140001297,0
rhc,12.0,10,0.0,1
sa,12.0,10,0.00100016593933,1
ga,17.0,10,0.00300002098083,1
mimic,18.0,10,0.00399994850159,1
rhc,18.0,30,0.0,1
sa,8.0,30,0.0,1
ga,18.0,30,0.0,1
mimic,17.0,30,0.00600004196167,1
rhc,17.0,50,0.0,1
sa,10.0,50,0.0,1
ga,16.0,50,0.000999927520752,1
mimic,19.0,50,0.0130000114441,1
rhc,18.0,70,0.0,1
sa,10.0,70,0.000999927520752,1
ga,13.0,70,0.0,1
mimic,20.0,70,0.0169999599457,1
rhc,20.0,100,0.0,1
sa,15.0,100,0.000999927520752,1
ga,18.0,100,0.00100016593933,1
mimic,20.0,100,0.0239999294281,1
rhc,18.0,150,0.000999927520752,1
sa,19.0,150,0.0,1
ga,16.0,150,0.000999927520752,1
mimic,19.0,150,0.0390000343323,1
rhc,20.0,180,0.0,1
sa,20.0,180,0.000999927520752,1
