algorithm,optimal_result,iterations,time,trial
rhc,6.0,10,0.00699996948242,0
sa,5.0,10,0.0,0
ga,80.0,10,0.0190000534058,0
mimic,83.0,10,0.157999992371,0
rhc,8.0,100,0.000999927520752,0
sa,6.0,100,0.0019998550415,0
ga,82.0,100,0.0210001468658,0
mimic,84.0,100,0.533999919891,0
rhc,29.0,300,0.0,0
sa,5.0,300,0.0,0
ga,81.0,300,0.0480000972748,0
mimic,104.0,300,0.934000015259,0
rhc,81.0,500,0.0,0
sa,5.0,500,0.0,0
ga,75.0,500,0.0929999351501,0
mimic,99.0,500,1.52100014687,0
rhc,111.0,1000,0.0,0
sa,80.0,1000,0.0,0
ga,88.0,1000,0.132999897003,0
mimic,99.0,1000,2.86599993706,0
rhc,100.0,1500,0.0,0
sa,97.0,1500,0.000999927520752,0
ga,99.0,1500,0.15299987793,0
mimic,99.0,1500,4.31100010872,0
rhc,101.0,2000,0.00100016593933,0
sa,102.0,2000,0.0019998550415,0
ga,85.0,2000,0.25,0
mimic,106.0,2000,5.81500005722,0
rhc,99.0,2500,0.00100016593933,0
sa,106.0,2500,0.00200009346008,0
ga,88.0,2500,0.233999967575,0
mimic,113.0,2500,6.8220000267,0
rhc,93.0,3000,0.00200009346008,0
sa,96.0,3000,0.00300002098083,0
ga,97.0,3000,0.263000011444,0
mimic,113.0,3000,7.89899992943,0
rhc,113.0,3500,0.0019998550415,0
sa,113.0,3500,0.00300002098083,0
ga,94.0,3500,0.328999996185,0
mimic,104.0,3500,9.19500017166,0
rhc,60.0,4000,0.00200009346008,0
sa,113.0,4000,0.00300002098083,0
ga,94.0,4000,0.345999956131,0
mimic,113.0,4000,9.93799996376,0
rhc,60.0,4500,0.00300002098083,0
sa,113.0,4500,0.00300002098083,0
ga,106.0,4500,0.397000074387,0
mimic,113.0,4500,11.1670000553,0
rhc,108.0,5000,0.00200009346008,0
sa,113.0,5000,0.00300002098083,0
ga,93.0,5000,0.448999881744,0
mimic,113.0,5000,12.8710000515,0
rhc,6.0,10,0.0,1
sa,4.0,10,0.000999927520752,1
ga,85.0,10,0.00200009346008,1
mimic,79.0,10,0.0409998893738,1
rhc,70.0,100,0.0,1
sa,6.0,100,0.0,1
ga,80.0,100,0.0110001564026,1
mimic,87.0,100,0.256000041962,1
rhc,8.0,300,0.000999927520752,1
sa,5.0,300,0.00100016593933,1
ga,78.0,300,0.0289998054504,1
mimic,80.0,300,0.774000167847,1
rhc,26.0,500,0.000999927520752,1
sa,5.0,500,0.000999927520752,1
ga,92.0,500,0.0420000553131,1
mimic,95.0,500,1.24799990654,1
rhc,31.0,1000,0.00100016593933,1
sa,87.0,1000,0.000999927520752,1
ga,79.0,1000,0.104000091553,1
mimic,109.0,1000,2.4390001297,1
rhc,92.0,1500,0.000999927520752,1
sa,92.0,1500,0.000999927520752,1
ga,85.0,1500,0.128000020981,1
mimic,113.0,1500,3.68300008774,1
rhc,80.0,2000,0.0019998550415,1
